,name,salary_from,salary_to,salary_currency,area_name,published_at
3593,Системный аналитик (АБС ЦФТ-банк),,,,Москва,2022-12-12T15:39:09+0300
3594,Аналитик актуарного управления/Актуарий,,,,Москва,2022-12-12T16:40:04+0300
3595,Фрезеровщик на производство в г.Луга,80000.0,,RUR,Гатчина,2022-12-12T12:52:55+0300
3596,Токарь-универсал,105000.0,130000.0,RUR,Шебекино,2022-12-12T15:43:46+0300
3597,Токарь-универсал,105000.0,130000.0,RUR,Людиново,2022-12-12T15:43:44+0300
3598,Аналитик по автострахованию,,,,Москва,2022-12-12T17:29:47+0300
3599,Старший специалист по операционной аналитике (Business Intelligence),,,,Алматы,2022-12-12T13:41:36+0300
3600,Middle 2D artist (interactive stories),,,,Минск,2022-12-12T13:39:05+0300
3601,Токарь,43000.0,,RUR,Самара,2022-12-12T16:02:18+0300
3602,"Продакт-менеджер/Бренд-менеджер, направление Эстетика/инъекционная косметология",,,,Москва,2022-12-12T13:03:03+0300
3603,Токарь,115000.0,125000.0,RUR,Энгельс,2022-12-12T13:13:01+0300
3604,Инженер по пожарной безопасности в г.Ярославль,,,,Иваново (Ивановская область),2022-12-12T15:29:15+0300
3605,Ведущий системный аналитик,,,,Москва,2022-12-12T13:10:27+0300
3606,Администратор базы данных / DBA,,,,Санкт-Петербург,2022-12-12T16:30:45+0300
3607,Оператор станков с ПУ,117000.0,,RUR,Воронеж,2022-12-12T12:49:21+0300
3608,Токарь-универсал,105000.0,130000.0,RUR,Ханты-Мансийск,2022-12-12T15:43:50+0300
3609,Станочник широкого профиля в дивизион станкостроения,101000.0,132000.0,RUR,Нефтекамск,2022-12-12T12:26:57+0300
3610,Станочник широкого профиля в дивизион станкостроения,101000.0,132000.0,RUR,Киров (Кировская область),2022-12-12T12:26:57+0300
3611,Senior Python Developer Full Stack (Research),,,,Москва,2022-12-12T16:14:52+0300
3612,Программист-бухгалтер,,,,Киров (Кировская область),2022-12-12T17:42:13+0300
3613,Ревизор (Запад Москвы и МО),64000.0,64000.0,RUR,Москва,2022-12-12T13:13:14+0300
3614,Инженер-наладчик (село Серноводское),,,,Аргун,2022-12-12T12:25:34+0300
3615,Инженер-программист группы сопровождения 1С,,,,Санкт-Петербург,2022-12-12T14:24:39+0300
3616,Бизнес/системный аналитик (Big Data),,,,Москва,2022-12-12T16:04:00+0300
3617,Оператор станков с ЧПУ (гибка),50000.0,,RUR,Чебоксары,2022-12-12T16:46:22+0300
3618,Начальник управления веб-разработок,60000.0,,RUR,Рязань,2022-12-12T14:26:09+0300
3619,"Оператор автоматических и полуавтоматических линий, станков и установок",55000.0,,RUR,Яхрома,2022-12-12T14:27:03+0300
3620,Маркетинг/Growth аналитик в EdTech проект,100000.0,150000.0,RUR,Москва,2022-12-12T15:28:45+0300
3621,HTML-верстальщик / маркетолог,,,,Иваново (Ивановская область),2022-12-12T13:10:46+0300
3622,Механик,47250.0,,RUR,Гуково,2022-12-12T14:20:11+0300
3623,Ведущий специалист поддержки пользователей (функциональная поддержка),,,,Москва,2022-12-12T16:40:27+0300
3624,Начальник транспортного участка,40000.0,48000.0,RUR,Инза,2022-12-12T14:46:20+0300
3625,Программист-разработчик,,,,Самара,2022-12-12T17:32:31+0300
3626,DevOps инженер,,,,Ростов-на-Дону,2022-12-12T15:17:33+0300
3627,Техник по ремонту и обслуживанию,,,,Анапа,2022-12-12T13:59:29+0300
3628,Ведущий специалист технической поддержки пользователей,,,,Уфа,2022-12-12T15:28:46+0300
3629,Аналитик по развитию фронт-офисной системы (ФОС),,,,Москва,2022-12-12T13:46:31+0300
3630,Программист 1C,,,,Санкт-Петербург,2022-12-12T16:30:45+0300
3631,Архитектор направления,,,,Москва,2022-12-12T12:40:52+0300
3632,Главный бизнес-аналитик,,,,Краснодар,2022-12-12T15:45:01+0300
3633,Инженер железнодорожного терминала,,,,Белгород,2022-12-12T16:18:19+0300
3634,Руководитель отдела АСУТП,,,,Дмитров,2022-12-12T14:18:48+0300
3635,Токарь-фрезеровщик,150000.0,,RUR,Старый Оскол,2022-12-12T15:06:47+0300
3636,Руководитель отдела внедрения и сопровождения,80000.0,,RUR,Новосибирск,2022-12-12T16:22:02+0300
3637,Фрезеровщик на производство в г.Луга,,,,Лодейное Поле,2022-12-12T12:52:45+0300
3638,Механик производственной линии,50000.0,,RUR,Жуковский,2022-12-12T17:25:19+0300
3639,Автор-корреспондент (экономические новости),,,,Москва,2022-12-12T12:12:25+0300
3640,Менеджер по продукту (торговое оборудование),,,,Одинцово,2022-12-12T16:40:57+0300
3641,Senior Developer .NET,,250000.0,RUR,Москва,2022-12-12T15:15:48+0300
3642,Devops инженер,,,,Санкт-Петербург,2022-12-12T14:25:28+0300
3643,DevOps инженер (Big Data),,,,Москва,2022-12-12T12:53:40+0300
3644,Программист 1С,,,,Москва,2022-12-12T16:35:40+0300
3645,Инженер-наладчик,,,,Грозный,2022-12-12T12:25:35+0300
3646,Инженер-программист(разработка и отладка программ для станков с программным управлением),45000.0,,RUR,Ижевск,2022-12-12T14:38:21+0300
3647,Менеджер IT проектов,,,,Оренбург,2022-12-12T14:38:24+0300
3648,Фрезеровщик 4-6 разряд,30000.0,,RUR,Оренбург,2022-12-12T14:38:47+0300
3649,Оператор фрезерного станка,40000.0,40000.0,RUR,Зеленоград,2022-12-12T16:40:41+0300
3650,Trading Platform Reliability Engineer,1000.0,,USD,Москва,2022-12-12T14:29:36+0300
3651,Портфельный риск-менеджер (партнеры),,,,Москва,2022-12-12T14:30:43+0300
3652,Аналитик 1С:ЗУП,,,,Санкт-Петербург,2022-12-12T16:22:44+0300
3653,Зуборезчик,70000.0,,RUR,Екатеринбург,2022-12-12T12:43:08+0300
3654,Специалист ИТ,30000.0,,RUR,Киров (Кировская область),2022-12-12T13:49:34+0300
3655,"Токарь-расточник 6-разряд, г. Тобольск",,,,Тобольск,2022-12-12T13:01:38+0300
3656,Токарь на ДИП-300,50000.0,,RUR,Махачкала,2022-12-12T14:48:36+0300
3657,Консультант федерального контакт центра (входящие звонки),,30000.0,RUR,Ижевск,2022-12-12T14:54:14+0300
3658,Менеджер (по изменениям) проекта,,,,Красноярск,2022-12-12T12:40:10+0300
3659,Специалист по прогнозированию спроса,,,,Москва,2022-12-12T16:36:20+0300
3660,Фрезеровщик на производство в г. Луга,70000.0,,RUR,Гатчина,2022-12-12T12:53:37+0300
3661,Наладчик станков и манипуляторов (холодноштамповочного оборудования),80000.0,,RUR,Челябинск,2022-12-12T15:21:25+0300
3662,Инженер IP-телефонии,,,,Екатеринбург,2022-12-12T15:30:30+0300
3663,Программист 1С,,,,Владимир,2022-12-12T14:17:47+0300
3664,Ведущий специалист отдела компенсации и льготы,,,,Алматы,2022-12-12T15:19:11+0300
3665,"Токарь-расточник 6-разряд, г. Тобольск",,,,Уфа,2022-12-12T13:01:43+0300
3666,Администратор базы данных,,,,Искитим,2022-12-12T12:28:49+0300
3667,Backend Lead (C++),,,,Москва,2022-12-12T12:30:49+0300
3668,QA automation engineer (Java),,,,Москва,2022-12-12T16:59:24+0300
3669,Логист-механик по выпуску грузового автотранспорта,70000.0,,RUR,Подольск (Московская область),2022-12-12T17:20:12+0300
3670,Логист-механик по выпуску грузового автотранспорта,70000.0,,RUR,Щербинка,2022-12-12T17:20:12+0300
3671,Архитектор направления,,,,Пенза,2022-12-12T12:40:42+0300
3672,Инженер наладчик систем холода,200000.0,450000.0,KZT,Алматы,2022-12-12T16:37:06+0300
3673,"Токарь-расточник 6-разряд, г. Тобольск",,,,Тольятти,2022-12-12T13:01:43+0300
3674,Менеджер по методологии информационной безопасности,,,,Москва,2022-12-12T17:34:01+0300
3675,Руководитель центра Бухгалтерского и налогового учета в ОЦО (г. Курск),,,,Белгород,2022-12-12T12:50:06+0300
3676,Системный аналитик,,,,Пенза,2022-12-12T12:48:29+0300
3677,Администратор баз данных / DBA,,,,Москва,2022-12-12T16:30:49+0300
3678,Дизайнер дизайн-системы,,,,Москва,2022-12-12T12:57:41+0300
3679,Руководитель проектов DWH,,,,Москва,2022-12-12T14:11:38+0300
3680,Наладчик станков и манипуляторов с программным управлением (токарно-фрезерная группа),80000.0,,RUR,Челябинск,2022-12-12T15:21:24+0300
3681,"Начальник отдела (работа с ВПЦТ, ФГИС КИ, ГИИС ""Электронный бюджет"")",65000.0,,RUR,Москва,2022-12-12T14:55:53+0300
3682,Токарь-карусельщик,54600.0,61600.0,RUR,Тольятти,2022-12-12T14:36:17+0300
3683,Механик производственной линии,50000.0,,RUR,Жуковский,2022-12-12T15:33:42+0300
3684,Копирайтер,,,,Орел,2022-12-12T13:05:08+0300
3685,Механик штабелеров (Домодедово),55000.0,,RUR,Домодедово,2022-12-12T15:53:47+0300
3686,Менеджер по информационной безопасности,40928.0,,RUR,Калуга,2022-12-12T14:15:45+0300
3687,Программист 1C,150000.0,,RUR,Тула,2022-12-12T15:22:31+0300
3688,"Специалист поддержки iiko, штрих-м второй линии",45000.0,,RUR,Ейск,2022-12-12T15:42:59+0300
3689,"Technical Support Engineer, to Armenia",,,,Москва,2022-12-12T14:29:33+0300
3690,"Инженер-разработчик (С/С++, LINUX)",,,,Москва,2022-12-12T16:12:33+0300
3691,Токарь,,,,Хохряки,2022-12-12T12:18:26+0300
3692,Системный аналитик,,,,Томск,2022-12-12T13:15:56+0300
3693,Аналитик недвижимости (жильё/коммерция),170000.0,,RUR,Москва,2022-12-12T12:22:50+0300
3694,Механик,28000.0,32000.0,RUR,Новошахтинск,2022-12-12T14:29:50+0300
3695,Программист 1C,,,,Всеволожск,2022-12-12T13:37:42+0300
3696,Главный механик,,,,Ростов (Ярославская область),2022-12-12T15:08:31+0300
3697,Токарь-расточник,62600.0,,RUR,Борисоглебск,2022-12-12T16:14:15+0300
3698,Старший архитектор (проект НСУД),,,,Екатеринбург,2022-12-12T12:30:47+0300
3699,Наладчик технологического оборудования,45000.0,,RUR,Бор,2022-12-12T12:57:36+0300
3700,Архитектор направления,,,,Санкт-Петербург,2022-12-12T12:40:49+0300
3701,Шлифовщик в дивизион станкостроения,101000.0,132000.0,RUR,Набережные Челны,2022-12-12T12:26:01+0300
3702,Программист 1C,40000.0,,RUR,Сыктывкар,2022-12-12T16:23:00+0300
3703,Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Новомосковск (Тульская область),2022-12-12T17:17:52+0300
3704,FPGA-разработчик,150000.0,,RUR,Зеленоград,2022-12-12T13:10:48+0300
3705,Техник по настройке РЭА,50000.0,65000.0,RUR,Санкт-Петербург,2022-12-12T15:41:49+0300
3706,Техник-технолог\Автоэлектрик,80000.0,,RUR,Долгопрудный,2022-12-12T12:17:37+0300
3707,Техник-технолог\ Автоэлектрик,80000.0,,RUR,Истра,2022-12-12T12:17:37+0300
3708,Оператор станков с ПУ,30000.0,50000.0,RUR,Казань,2022-12-12T16:41:18+0300
3709,"Специалист технической поддержки iiko, 1С первой линии",35000.0,,RUR,Краснодар,2022-12-12T15:43:10+0300
3710,Механик производственной линии,50000.0,,RUR,Люберцы,2022-12-12T15:33:42+0300
3711,Наладчик станков с ЧПУ (фрезерная группа),70000.0,90000.0,RUR,Санкт-Петербург,2022-12-12T12:41:45+0300
3712,Системный аналитик,,,,Томск,2022-12-12T12:48:06+0300
3713,DevOps инженер,,,,Москва,2022-12-12T14:44:17+0300
3714,Токарь,45000.0,51000.0,RUR,Азнакаево,2022-12-12T15:40:18+0300
3715,Android developer,,,,Ростов-на-Дону,2022-12-12T16:09:54+0300
3716,Специалист технической поддержки (мониторинг),,,,Санкт-Петербург,2022-12-12T15:20:30+0300
3717,Lead full-stack developer,,,,Москва,2022-12-12T15:24:46+0300
3718,Инженер-наладчик КИПиА,,,,Люберцы,2022-12-12T16:37:11+0300
3719,Оператор-наладчик,60000.0,,RUR,Кубинка,2022-12-12T12:56:35+0300
3720,Наладчик КИПиА по телемеханике,45000.0,,RUR,Набережные Челны,2022-12-12T14:01:14+0300
3721,Механик производственной линии,50000.0,,RUR,Люберцы,2022-12-12T16:36:41+0300
3722,Системный инженер (Active Directory),,,,Москва,2022-12-12T17:27:47+0300
3723,Сетевой администратор,,,,Санкт-Петербург,2022-12-12T15:22:30+0300
3724,Техник-технолог\Автоэлектрик,80000.0,,RUR,Солнечногорск,2022-12-12T12:17:37+0300
3725,Токарь,115000.0,,RUR,Москва,2022-12-12T15:27:20+0300
3726,Станочник широкого профиля в дивизион станкостроения,101000.0,132000.0,RUR,Пермь,2022-12-12T12:26:57+0300
3727,Системный аналитик,120000.0,,RUR,Екатеринбург,2022-12-12T15:31:40+0300
3728,Специалист по допечатной подготовке (Препресс-инженер),,,,Ростов-на-Дону,2022-12-12T13:20:07+0300
3729,Инженер-схемотехник 1-2 категории,,80000.0,RUR,Москва,2022-12-12T12:25:32+0300
3730,DevOps инженер (проект Витрина),,,,Нижний Новгород,2022-12-12T13:58:38+0300
3731,Lead Golang developer [MTC Travel],,,,Москва,2022-12-12T14:42:45+0300
3732,Механик по вентиляции,49000.0,50000.0,RUR,Москва,2022-12-12T12:04:03+0300
3733,PHP-разработчик,,,,Москва,2022-12-12T15:28:43+0300
3734,Trading Platform Reliability Engineer,1000.0,1500.0,USD,Нижний Новгород,2022-12-12T14:29:36+0300
3735,Шлифовщик в дивизион станкостроения,101000.0,132000.0,RUR,Йошкар-Ола,2022-12-12T12:26:01+0300
3736,Системный аналитик,,,,Новосибирск,2022-12-12T16:55:42+0300
3737,"Токарь-расточник 6-разряд, г. Тобольск",,,,Сургут,2022-12-12T13:01:43+0300
3738,Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Нижнекамск,2022-12-12T17:40:46+0300
3739,Аналитик,75000.0,80000.0,RUR,Белгород,2022-12-12T17:59:19+0300
3740,Инженер-наладчик,70000.0,,RUR,Москва,2022-12-12T17:45:02+0300
3741,Системный администратор,,,,Щелково,2022-12-12T16:26:17+0300
3742,Программист 1С (удаленно),,197000.0,RUR,Воронеж,2022-12-12T13:12:40+0300
3743,Сервисный инженер,25000.0,50000.0,RUR,Самара,2022-12-12T14:27:54+0300
3744,Information Security Architect,,,,Москва,2022-12-12T14:51:22+0300
3745,SAP Consultant,,,,Санкт-Петербург,2022-12-12T15:34:40+0300
3746,Инженер-программист,29150.0,35000.0,RUR,Ейск,2022-12-12T13:19:41+0300
3747,"Perl-разработчик (команда Relap, Рекомендательные сервисы)",,,,Москва,2022-12-12T16:46:02+0300
3748,Ведущий системный аналитик,,,,Москва,2022-12-12T17:07:32+0300
3749,Специалист по информационной безопасности субъекта КИИ,50000.0,50000.0,RUR,Москва,2022-12-12T12:00:43+0300
3750,Java разработчик в Tinkoff Black,,,,Казань,2022-12-12T16:09:39+0300
3751,Инженер отдела стандартизации технических решений АСУТП,66604.0,,RUR,Нижний Новгород,2022-12-12T12:34:15+0300
3752,Ведущий разработчик Python,,,,Санкт-Петербург,2022-12-12T13:00:58+0300
3753,Senior Software Engineer,,,,Тбилиси,2022-12-12T17:59:27+0300
3754,Руководитель проектов НСИ,,,,Москва,2022-12-12T14:18:18+0300
3755,Оператор станка с ЧПУ,65000.0,75000.0,RUR,Москва,2022-12-12T14:38:56+0300
3756,Senior Java developer,,,,Пермь,2022-12-12T17:13:47+0300
3757,Слесарь-ремонтник на электростанцию,55000.0,60000.0,RUR,Пермь,2022-12-12T13:17:00+0300
3758,Оператор станков с ПУ фрезерной группы,30000.0,,RUR,Ижевск,2022-12-12T14:38:43+0300
3759,Аналитик/Работа с CRM системой,150000.0,,KZT,Каскелен,2022-12-12T14:43:36+0300
3760,Менеджер проектов по функциональным покрытиям,40000.0,,RUR,Саранск,2022-12-12T17:58:19+0300
3761,Ведущий web-разработчик PHP (Laravel),,,,Новосибирск,2022-12-12T13:32:39+0300
3762,Инженер (по сервисному обслуживанию ИБП),,,,Санкт-Петербург,2022-12-12T13:54:11+0300
3763,Backend (Nodejs/Python/Java) Mentor,750.0,1600.0,USD,Ташкент,2022-12-12T16:01:08+0300
3764,Системный администратор ( Linux/Unix ),,,,Москва,2022-12-12T15:55:36+0300
3765,Data Engineer Lead / Дата инженер,,,,Москва,2022-12-12T16:30:54+0300
3766,Инженер-механик,,41350.0,RUR,Тула,2022-12-12T16:14:47+0300
3767,Руководитель проектного института,,,,Казань,2022-12-12T14:31:26+0300
3768,Windows Kernel Engineer,,,,Москва,2022-12-12T13:58:34+0300
3769,Lead Android разработчик (Виртуальный ассистент),,,,Москва,2022-12-12T14:48:27+0300
3770,Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Орск,2022-12-12T17:17:52+0300
3771,Ведущий программист 1C,100000.0,120000.0,RUR,Уфа,2022-12-12T13:09:26+0300
3772,Product Manager (AI/ML team),,,,Тбилиси,2022-12-12T17:53:07+0300
3773,Эксперт - Руководитель проекта по системам сгущения хвостового продукта,,,,Красноярск,2022-12-12T12:51:08+0300
3774,Токарь-расточник,45000.0,50000.0,RUR,Россошь,2022-12-12T12:58:51+0300
3775,Инженер по технической защите информации (отдел создания защищенных информационных систем),,,,Санкт-Петербург,2022-12-12T12:55:16+0300
3776,Бизнес-аналитик,,,,Москва,2022-12-12T16:33:18+0300
3777,Специалист по информационной безопасности,,,,Москва,2022-12-12T16:42:10+0300
3778,Руководитель проектов 1С,,,,Астана,2022-12-12T13:19:49+0300
3779,Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Альметьевск,2022-12-12T17:17:52+0300
3780,Бизнес-аналитик,,,,Москва,2022-12-12T15:13:34+0300
3781,Программист 1C,,,,Нижний Новгород,2022-12-12T13:23:35+0300
3782,Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Новочебоксарск,2022-12-12T17:17:52+0300
3783,Главный специалист по КИИ (критическая информационная инфраструктура),,,,Москва,2022-12-12T15:06:50+0300
3784,Монтажник слаботочных систем,42000.0,,RUR,Нижний Новгород,2022-12-12T15:39:00+0300
3785,Ведущий специалист ЦОД,,,,Москва,2022-12-12T15:18:57+0300
3786,Системный инженер (DevOps),,,,Санкт-Петербург,2022-12-12T14:42:50+0300
3787,Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Волгодонск,2022-12-12T17:17:52+0300
3788,Эксперт - Руководитель проекта по системам сгущения хвостового продукта,,,,Челябинск,2022-12-12T12:51:00+0300
3789,Ведущий системный администратор,,,,Москва,2022-12-12T16:40:49+0300
3790,Ведущий программист 1С,,,,Ковров,2022-12-12T14:01:12+0300
3791,Senior Системный аналитик (Виртуальный ассистент),,,,Москва,2022-12-12T14:48:16+0300
3792,Технический специалист (инструменты),,,,Москва,2022-12-12T16:56:31+0300
3793,"Оператор автоматических и полуавтоматических линий, станков и установок",55000.0,,RUR,Лобня,2022-12-12T14:27:03+0300
3794,Fullstack-разработчик C#/JavaScript,,,,Пермь,2022-12-12T16:10:12+0300
3795,Аналитик 1C:ЗУП,,,,Москва,2022-12-12T16:22:44+0300
3796,DevOps инженер,,,,Санкт-Петербург,2022-12-12T14:42:47+0300
3797,Middle/Senior PHP developer,,,,Санкт-Петербург,2022-12-12T16:22:55+0300
3798,IOS разработчик,,,,Новосибирск,2022-12-12T15:17:08+0300
3799,Аналитик - разработчик 1С (Senior),,,,Москва,2022-12-12T16:53:02+0300
3800,Ведущий специалист технической поддержки,,,,Самара,2022-12-12T15:22:37+0300
3801,Senior .Net Developer (new products),,5000.0,USD,Тбилиси,2022-12-12T16:23:00+0300
3802,Линейный инженер,35000.0,,RUR,Великий Новгород,2022-12-12T13:57:26+0300
3803,Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Пятигорск,2022-12-12T17:40:46+0300
3804,Шлифовщик в дивизион станкостроения,101000.0,132000.0,RUR,Нефтекамск,2022-12-12T12:26:01+0300
3805,Android Developer,,,,Санкт-Петербург,2022-12-12T15:45:39+0300
3806,Инженер по обслуживанию торгового оборудования,,80000.0,RUR,Москва,2022-12-12T12:18:29+0300
3807,PHP-разработчик,,,,Санкт-Петербург,2022-12-12T15:28:43+0300
3808,"Токарь-расточник 6-разряд, г. Тобольск",,,,Омск,2022-12-12T13:01:44+0300
3809,Senior Java developer,,,,Новосибирск,2022-12-12T17:13:44+0300
3810,Оператор ЧПУ,,,,Ташкент,2022-12-12T16:22:51+0300
3811,Механик по оборудованию,50000.0,,RUR,Пермь,2022-12-12T12:13:55+0300
3812,Руководитель направления информационной безопасности АСУТП,,,,Москва,2022-12-12T16:31:29+0300
3813,Инженер-механик по ТПА на производство,,80000.0,RUR,Москва,2022-12-12T14:20:11+0300
3814,Enterprise architect,,,,Москва,2022-12-12T15:36:01+0300
3815,Разработчик Битрикс (Управление сайтом / Битрикс24),,,,Санкт-Петербург,2022-12-12T13:30:55+0300
3816,Эксперт - Руководитель проекта по системам сгущения хвостового продукта,,,,Санкт-Петербург,2022-12-12T12:51:06+0300
3817,Developer ELMA 365 (JavaScript),,,,Москва,2022-12-12T13:07:49+0300
3818,Senior Mobile QA Automation,,,,Санкт-Петербург,2022-12-12T16:36:36+0300
3819,Программист MS Dynamics AX (Axapta),120000.0,200000.0,RUR,Санкт-Петербург,2022-12-12T14:36:59+0300
3820,Техник-технолог\ Автоэлектрик,80000.0,,RUR,Волоколамск,2022-12-12T12:17:37+0300
3821,Механик по транспорту,25000.0,30000.0,RUR,Салават,2022-12-12T13:05:04+0300
3822,Наладчик,47500.0,,RUR,Голицыно,2022-12-12T15:08:47+0300
3823,Эксперт по сопровождению серверной инфраструктуры,168000.0,,RUR,Москва,2022-12-12T17:14:59+0300
3824,Программист 1С,70000.0,70000.0,RUR,Калининград,2022-12-12T12:21:49+0300
3825,Аналитик 1C:ЗУП,,,,Новосибирск,2022-12-12T17:23:48+0300
3826,Слесарь-ремонтник металлообрабатывающего оборудования,45000.0,,RUR,Ростов-на-Дону,2022-12-12T12:05:16+0300
3827,Программист 1С,130000.0,,RUR,Екатеринбург,2022-12-12T16:26:19+0300
3828,Наладчик станков и манипуляторов (шлифовальная группа оборудования),80000.0,,RUR,Челябинск,2022-12-12T15:21:25+0300
3829,Менеджер отдела календарно-сетевого планирования новых проектов,,,,Красноярск,2022-12-12T12:40:09+0300
3830,Оператор станка с ЧПУ,,,,Благовещенск (Республика Башкортостан),2022-12-12T14:39:04+0300
3831,"Руководитель строительно-монтажных работ (монтаж металлоконструкций, технологического трубопровода)",,,,Краснодар,2022-12-12T12:38:28+0300
3832,Преподаватель по направлениям информационные технологии и робототехника,42000.0,45000.0,RUR,Екатеринбург,2022-12-12T13:27:15+0300
3833,Senior Android-разработчик (команда VK ID Core Mobile),,,,Москва,2022-12-12T14:12:09+0300
3834,Fullstack-разработчик,,,,Казань,2022-12-12T16:22:35+0300
3835,Программист - аналитик 1C,,180000.0,RUR,Москва,2022-12-12T14:59:29+0300
3836,Senior Kotlin разработчик (Виртуальный ассистент),,,,Москва,2022-12-12T14:48:20+0300
3837,System Analyst,,,,Архангельск,2022-12-12T16:00:55+0300
3838,Литейщик пластмасс / оператор литья (машинист),55600.0,55600.0,RUR,Москва,2022-12-12T16:54:02+0300
3839,Ведущий эксперт по информационной безопасности,,,,Москва,2022-12-12T16:31:26+0300
3840,Инженер по внедрению ПО,,,,Санкт-Петербург,2022-12-12T13:16:52+0300
3841,Аналитик 1C:ЗУП,,,,Екатеринбург,2022-12-12T17:23:46+0300
3842,DevOps инженер,,,,Москва,2022-12-12T15:25:05+0300
3843,Слесарь-механик,40000.0,60000.0,RUR,Самара,2022-12-12T13:28:18+0300
3844,Заместитель главного механика (лифтовое хозяйство),60000.0,60000.0,RUR,Воронеж,2022-12-12T14:35:39+0300
3845,Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Ногинск,2022-12-12T17:40:46+0300
3846,"Специалист поддержки iiko, штрих-м второй линии",50000.0,,RUR,Краснодар,2022-12-12T15:42:47+0300
3847,Маркетолог-аналитик,,,,Бишкек,2022-12-12T15:12:18+0300
3848,Разработчик 1С:ЗУП,,,,Екатеринбург,2022-12-12T17:23:48+0300
3849,Консультант 1С,,,,Москва,2022-12-12T14:47:07+0300
3850,Механик ремонтной группы службы главного механика,45000.0,60000.0,RUR,Сызрань,2022-12-12T15:22:47+0300
3851,"Монтажник приборов и аппаратуры автоматического контроля, регулирования и управления 5 разряда",,26470.0,RUR,Нижний Новгород,2022-12-12T14:33:36+0300
3852,Программист 1С,,,,Липецк,2022-12-12T12:21:28+0300
3853,Токарь,60000.0,,RUR,Екатеринбург,2022-12-12T12:43:09+0300
3854,"Токарь-расточник 6-разряд, г. Тобольск",,,,Пермь,2022-12-12T13:01:44+0300
3855,Консультант 1С,,150000.0,RUR,Москва,2022-12-12T12:04:24+0300
3856,Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Арзамас,2022-12-12T17:17:52+0300
3857,Senior Java developer,,,,Минск,2022-12-12T16:54:56+0300
3858,Эксперт - Руководитель проекта по системам сгущения хвостового продукта,,,,Екатеринбург,2022-12-12T12:51:03+0300
3859,Бизнес-аналитик (маркетинг),,,,Москва,2022-12-12T16:18:08+0300
3860,Ведущий разработчик CRM,,,,Москва,2022-12-12T13:40:07+0300
3861,Ведущий специалист по разработке страховых продуктов,,,,Москва,2022-12-12T16:59:32+0300
3862,Senior .Net Developer (new product),,5000.0,USD,Армения,2022-12-12T16:23:00+0300
3863,Технический писатель,,,,Москва,2022-12-12T12:30:24+0300
3864,Старший разработчик DWH\BI,,,,Москва,2022-12-12T12:45:17+0300
3865,Senior .NET Backend Developer,,4000.0,USD,Минск,2022-12-12T13:08:45+0300
3866,Инженер технической поддержки продаж (сопровождение проектов),,,,Екатеринбург,2022-12-12T14:33:57+0300
3867,Программист 1С (нетиповая конфигурация),150000.0,190000.0,RUR,Москва,2022-12-12T13:59:52+0300
3868,QA Auto Java инженер,,,,Москва,2022-12-12T12:38:46+0300
3869,Менеджер по продажам,2000000.0,,UZS,Ташкент,2022-12-12T14:08:42+0300
3870,Программист 1С (г. Тула),180000.0,,RUR,Белгород,2022-12-12T14:46:27+0300
3871,Ведущий аналитик 1С,,,,Новокузнецк,2022-12-12T17:17:06+0300
3872,Разработчик 1С/middle,120000.0,180000.0,RUR,Махачкала,2022-12-12T17:53:09+0300
3873,Начальник отдела инфраструктурной безопасности,,,,Москва,2022-12-12T14:15:17+0300
3874,Программист 1С,,,,Новосибирск,2022-12-12T15:01:17+0300
3875,Программист 1 С,,,,Челябинск,2022-12-12T14:48:13+0300
3876,"Специалист поддержки iiko, штрих-м первой линии",30000.0,,RUR,Ейск,2022-12-12T15:43:02+0300
3877,Продуктовый дизайнер (UX/UI / Product designer),,,,Москва,2022-12-12T16:48:24+0300
3878,Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Камышин,2022-12-12T17:40:46+0300
3879,Senior PHP Developer (Crypto),3000.0,3500.0,USD,Москва,2022-12-12T13:54:05+0300
3880,IOS-разработчик (VK Музыка),,,,Москва,2022-12-12T14:12:09+0300
3881,Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Дзержинск (Нижегородская область),2022-12-12T17:40:46+0300
3882,"Full stack разработчик (angular, webapi, ms sql server)",,,,Москва,2022-12-12T15:55:48+0300
3883,Разработчик 1С (проектирование HR-функциональности),,,,Москва,2022-12-12T17:58:32+0300
3884,Техник-технолог\ Автоэлектрик,80000.0,,RUR,Клин,2022-12-12T12:17:36+0300
3885,Системный аналитик (Развитие продуктов и сервисов в интернет-банке (ДБО ЮЛ)),,,,Москва,2022-12-12T12:00:08+0300
3886,Системный аналитик,,,,Москва,2022-12-12T12:47:47+0300
3887,Инженер по безопасности дорожного движения (Иркутская область),110000.0,120000.0,RUR,Улан-Удэ,2022-12-12T12:14:07+0300
3888,Технический писатель,,,,Москва,2022-12-12T15:54:56+0300
